,date,grocery,sub_region_2
285680,5/24/20,16.0,Columbia County
285681,5/25/20,-7.0,Columbia County
285682,5/26/20,-7.0,Columbia County
285683,5/27/20,3.0,Columbia County
285684,5/28/20,-2.0,Columbia County
285685,5/29/20,5.0,Columbia County
285686,5/30/20,6.0,Columbia County
285687,5/31/20,9.0,Columbia County
285688,6/1/20,7.0,Columbia County
285689,6/2/20,-4.0,Columbia County
285690,6/3/20,8.0,Columbia County
285691,6/4/20,6.0,Columbia County
285692,6/5/20,6.0,Columbia County
285693,6/6/20,4.0,Columbia County
285694,6/7/20,-10.0,Columbia County
285695,6/8/20,5.0,Columbia County
285696,6/9/20,-7.0,Columbia County
285697,6/10/20,4.0,Columbia County
285698,6/11/20,2.0,Columbia County
285699,6/12/20,2.0,Columbia County
285700,6/13/20,12.0,Columbia County
285701,6/14/20,10.0,Columbia County
285702,6/15/20,7.0,Columbia County
285703,6/16/20,-4.0,Columbia County
285704,6/17/20,5.0,Columbia County
285705,6/18/20,11.0,Columbia County
285706,6/19/20,13.0,Columbia County
285707,6/20/20,19.0,Columbia County
285708,6/21/20,22.0,Columbia County
285709,6/22/20,11.0,Columbia County
285710,6/23/20,-3.0,Columbia County
285711,6/24/20,8.0,Columbia County
285712,6/25/20,4.0,Columbia County
285713,6/26/20,9.0,Columbia County
285714,6/27/20,6.0,Columbia County
285715,6/28/20,10.0,Columbia County
285716,6/29/20,1.0,Columbia County
285717,6/30/20,-10.0,Columbia County
285718,7/1/20,7.0,Columbia County
285719,7/2/20,9.0,Columbia County
285720,7/3/20,7.0,Columbia County
285721,2/15/20,5.0,DeSoto County
285722,2/16/20,0.0,DeSoto County
285723,2/17/20,-1.0,DeSoto County
285724,2/18/20,8.0,DeSoto County
285725,2/19/20,0.0,DeSoto County
285726,2/20/20,-2.0,DeSoto County
285727,2/21/20,-1.0,DeSoto County
285728,2/22/20,4.0,DeSoto County
285729,2/23/20,0.0,DeSoto County
285730,2/24/20,-7.0,DeSoto County
285731,2/25/20,2.0,DeSoto County
285732,2/26/20,-1.0,DeSoto County
285733,2/27/20,6.0,DeSoto County
285734,2/28/20,4.0,DeSoto County
285735,2/29/20,4.0,DeSoto County
285736,3/1/20,5.0,DeSoto County
285737,3/2/20,1.0,DeSoto County
285738,3/3/20,8.0,DeSoto County
285739,3/4/20,9.0,DeSoto County
285740,3/5/20,5.0,DeSoto County
285741,3/6/20,0.0,DeSoto County
285742,3/7/20,1.0,DeSoto County
285743,3/8/20,0.0,DeSoto County
285744,3/9/20,3.0,DeSoto County
285745,3/10/20,10.0,DeSoto County
285746,3/11/20,11.0,DeSoto County
285747,3/12/20,9.0,DeSoto County
285748,3/13/20,19.0,DeSoto County
285749,3/14/20,25.0,DeSoto County
285750,3/15/20,21.0,DeSoto County
285751,3/16/20,18.0,DeSoto County
285752,3/17/20,25.0,DeSoto County
285753,3/18/20,21.0,DeSoto County
285754,3/19/20,17.0,DeSoto County
285755,3/20/20,14.0,DeSoto County
285756,3/21/20,13.0,DeSoto County
285757,3/22/20,5.0,DeSoto County
285758,3/23/20,-1.0,DeSoto County
285759,3/24/20,2.0,DeSoto County
285760,3/25/20,2.0,DeSoto County
285761,3/26/20,-3.0,DeSoto County
285762,3/27/20,-9.0,DeSoto County
285763,3/28/20,-9.0,DeSoto County
285764,3/29/20,-21.0,DeSoto County
285765,3/30/20,-19.0,DeSoto County
285766,3/31/20,-8.0,DeSoto County
285767,4/1/20,10.0,DeSoto County
285768,4/2/20,3.0,DeSoto County
285769,4/3/20,-12.0,DeSoto County
285770,4/4/20,-10.0,DeSoto County
285771,4/5/20,-20.0,DeSoto County
285772,4/6/20,-18.0,DeSoto County
285773,4/7/20,-11.0,DeSoto County
285774,4/8/20,-7.0,DeSoto County
285775,4/9/20,-10.0,DeSoto County
285776,4/10/20,-9.0,DeSoto County
285777,4/11/20,-5.0,DeSoto County
285778,4/12/20,-41.0,DeSoto County
285779,4/13/20,-20.0,DeSoto County
285780,4/14/20,-13.0,DeSoto County
285781,4/15/20,-3.0,DeSoto County
285782,4/16/20,-12.0,DeSoto County
285783,4/17/20,-13.0,DeSoto County
285784,4/18/20,-12.0,DeSoto County
285785,4/19/20,-12.0,DeSoto County
285786,4/20/20,-16.0,DeSoto County
285787,4/21/20,-8.0,DeSoto County
285788,4/22/20,-7.0,DeSoto County
285789,4/23/20,-7.0,DeSoto County
285790,4/24/20,-21.0,DeSoto County
285791,4/25/20,-5.0,DeSoto County
285792,4/26/20,-11.0,DeSoto County
285793,4/27/20,-9.0,DeSoto County
285794,4/28/20,-1.0,DeSoto County
285795,4/29/20,2.0,DeSoto County
285796,4/30/20,-8.0,DeSoto County
285797,5/1/20,-3.0,DeSoto County
285798,5/2/20,2.0,DeSoto County
285799,5/3/20,-3.0,DeSoto County
285800,5/4/20,-8.0,DeSoto County
285801,5/5/20,5.0,DeSoto County
285802,5/6/20,6.0,DeSoto County
285803,5/7/20,6.0,DeSoto County
285804,5/8/20,1.0,DeSoto County
285805,5/9/20,9.0,DeSoto County
285806,5/10/20,4.0,DeSoto County
285807,5/11/20,-6.0,DeSoto County
285808,5/12/20,4.0,DeSoto County
285809,5/13/20,0.0,DeSoto County
285810,5/14/20,-6.0,DeSoto County
285811,5/15/20,-7.0,DeSoto County
285812,5/16/20,-2.0,DeSoto County
285813,5/17/20,-6.0,DeSoto County
285814,5/18/20,-15.0,DeSoto County
285815,5/19/20,-4.0,DeSoto County
285816,5/20/20,-8.0,DeSoto County
285817,5/21/20,-12.0,DeSoto County
285818,5/22/20,-5.0,DeSoto County
285819,5/23/20,-2.0,DeSoto County
285820,5/24/20,-13.0,DeSoto County
285821,5/25/20,-20.0,DeSoto County
285822,5/26/20,-9.0,DeSoto County
285823,5/27/20,-11.0,DeSoto County
285824,5/28/20,-17.0,DeSoto County
285825,5/29/20,-13.0,DeSoto County
285826,5/30/20,-12.0,DeSoto County
285827,5/31/20,-12.0,DeSoto County
285828,6/1/20,-18.0,DeSoto County
285829,6/2/20,-10.0,DeSoto County
285830,6/3/20,-15.0,DeSoto County
285831,6/4/20,-12.0,DeSoto County
285832,6/5/20,-18.0,DeSoto County
285833,6/6/20,-13.0,DeSoto County
285834,6/7/20,-19.0,DeSoto County
285835,6/8/20,-22.0,DeSoto County
285836,6/9/20,-11.0,DeSoto County
285837,6/10/20,-12.0,DeSoto County
285838,6/11/20,-16.0,DeSoto County
285839,6/12/20,-16.0,DeSoto County
285840,6/13/20,-14.0,DeSoto County
285841,6/14/20,-17.0,DeSoto County
285842,6/15/20,-19.0,DeSoto County
285843,6/16/20,-12.0,DeSoto County
285844,6/17/20,-14.0,DeSoto County
285845,6/18/20,-17.0,DeSoto County
285846,6/19/20,-16.0,DeSoto County
285847,6/20/20,-11.0,DeSoto County
285848,6/21/20,-15.0,DeSoto County
285849,6/22/20,-26.0,DeSoto County
285850,6/23/20,-13.0,DeSoto County
285851,6/24/20,-14.0,DeSoto County
285852,6/25/20,-18.0,DeSoto County
285853,6/26/20,-19.0,DeSoto County
285854,6/27/20,-19.0,DeSoto County
285855,6/28/20,-20.0,DeSoto County
285856,6/29/20,-25.0,DeSoto County
285857,6/30/20,-19.0,DeSoto County
285858,7/1/20,-16.0,DeSoto County
285859,7/2/20,-13.0,DeSoto County
285860,7/3/20,-8.0,DeSoto County
285861,2/15/20,20.0,Dixie County
285862,2/16/20,6.0,Dixie County
285863,2/17/20,3.0,Dixie County
285864,2/18/20,-1.0,Dixie County
285865,2/19/20,7.0,Dixie County
285866,2/20/20,-5.0,Dixie County
285867,2/21/20,-10.0,Dixie County
285868,2/22/20,-3.0,Dixie County
285869,2/23/20,-4.0,Dixie County
285870,2/24/20,3.0,Dixie County
285871,2/25/20,-8.0,Dixie County
285872,2/26/20,0.0,Dixie County
285873,2/27/20,4.0,Dixie County
285874,2/28/20,-3.0,Dixie County
285875,2/29/20,2.0,Dixie County
285876,3/1/20,-5.0,Dixie County
285877,3/2/20,19.0,Dixie County
285878,3/3/20,7.0,Dixie County
285879,3/4/20,10.0,Dixie County
285880,3/5/20,8.0,Dixie County
285881,3/6/20,3.0,Dixie County
285882,3/7/20,0.0,Dixie County
285883,3/8/20,-18.0,Dixie County
285884,3/9/20,8.0,Dixie County
285885,3/10/20,4.0,Dixie County
285886,3/11/20,8.0,Dixie County
285887,3/12/20,5.0,Dixie County
285888,3/13/20,10.0,Dixie County
285889,3/14/20,14.0,Dixie County
285890,3/15/20,14.0,Dixie County
285891,3/16/20,16.0,Dixie County
285892,3/17/20,17.0,Dixie County
285893,3/18/20,15.0,Dixie County
285894,3/19/20,19.0,Dixie County
285895,3/20/20,15.0,Dixie County
285896,3/21/20,21.0,Dixie County
285897,3/22/20,14.0,Dixie County
285898,3/23/20,5.0,Dixie County
285899,3/24/20,8.0,Dixie County
285900,3/25/20,11.0,Dixie County
285901,3/26/20,8.0,Dixie County
285902,3/27/20,4.0,Dixie County
285903,3/28/20,-1.0,Dixie County
285904,3/29/20,-4.0,Dixie County
285905,3/30/20,4.0,Dixie County
285906,3/31/20,0.0,Dixie County
285907,4/1/20,28.0,Dixie County
285908,4/2/20,25.0,Dixie County
285909,4/3/20,10.0,Dixie County
285910,4/4/20,6.0,Dixie County
285911,4/5/20,-6.0,Dixie County
286001,2/15/20,0.0,Duval County
286002,2/16/20,-4.0,Duval County
286003,2/17/20,-4.0,Duval County
286004,2/18/20,0.0,Duval County
286005,2/19/20,-1.0,Duval County
286006,2/20/20,-3.0,Duval County
286007,2/21/20,-4.0,Duval County
286008,2/22/20,-1.0,Duval County
286009,2/23/20,1.0,Duval County
286010,2/24/20,-1.0,Duval County
286011,2/25/20,-7.0,Duval County
286012,2/26/20,2.0,Duval County
286013,2/27/20,6.0,Duval County
286014,2/28/20,5.0,Duval County
286015,2/29/20,5.0,Duval County
286016,3/1/20,7.0,Duval County
286017,3/2/20,7.0,Duval County
286018,3/3/20,10.0,Duval County
286019,3/4/20,7.0,Duval County
286020,3/5/20,2.0,Duval County
286021,3/6/20,2.0,Duval County
286022,3/7/20,0.0,Duval County
286023,3/8/20,0.0,Duval County
286024,3/9/20,0.0,Duval County
286025,3/10/20,3.0,Duval County
286026,3/11/20,3.0,Duval County
286027,3/12/20,9.0,Duval County
286028,3/13/20,17.0,Duval County
286029,3/14/20,12.0,Duval County
286030,3/15/20,8.0,Duval County
286031,3/16/20,11.0,Duval County
286032,3/17/20,13.0,Duval County
286033,3/18/20,10.0,Duval County
286034,3/19/20,7.0,Duval County
286035,3/20/20,8.0,Duval County
286036,3/21/20,5.0,Duval County
286037,3/22/20,-5.0,Duval County
286038,3/23/20,-6.0,Duval County
286039,3/24/20,-4.0,Duval County
286040,3/25/20,-7.0,Duval County
286041,3/26/20,-7.0,Duval County
286042,3/27/20,-8.0,Duval County
286043,3/28/20,-8.0,Duval County
286044,3/29/20,-13.0,Duval County
286045,3/30/20,-13.0,Duval County
286046,3/31/20,-11.0,Duval County
286047,4/1/20,2.0,Duval County
286048,4/2/20,4.0,Duval County
286049,4/3/20,-7.0,Duval County
286050,4/4/20,-13.0,Duval County
286051,4/5/20,-24.0,Duval County
286052,4/6/20,-14.0,Duval County
286053,4/7/20,-13.0,Duval County
286054,4/8/20,-15.0,Duval County
286055,4/9/20,-12.0,Duval County
286056,4/10/20,-12.0,Duval County
286057,4/11/20,-8.0,Duval County
286058,4/12/20,-43.0,Duval County
286059,4/13/20,-21.0,Duval County
286060,4/14/20,-16.0,Duval County
286061,4/15/20,-19.0,Duval County
286062,4/16/20,-9.0,Duval County
286063,4/17/20,-14.0,Duval County
286064,4/18/20,-14.0,Duval County
286065,4/19/20,-13.0,Duval County
286066,4/20/20,-18.0,Duval County
286067,4/21/20,-11.0,Duval County
286068,4/22/20,-12.0,Duval County
286069,4/23/20,-14.0,Duval County
286070,4/24/20,-15.0,Duval County
286071,4/25/20,-10.0,Duval County
286072,4/26/20,-9.0,Duval County
286073,4/27/20,-12.0,Duval County
286074,4/28/20,-8.0,Duval County
286075,4/29/20,-9.0,Duval County
286076,4/30/20,-7.0,Duval County
286077,5/1/20,-5.0,Duval County
286078,5/2/20,-3.0,Duval County
286079,5/3/20,-3.0,Duval County
286080,5/4/20,-7.0,Duval County
286081,5/5/20,-1.0,Duval County
286082,5/6/20,-5.0,Duval County
286083,5/7/20,-4.0,Duval County
286084,5/8/20,-1.0,Duval County
286085,5/9/20,8.0,Duval County
286086,5/10/20,3.0,Duval County
286087,5/11/20,-8.0,Duval County
286088,5/12/20,-3.0,Duval County
286089,5/13/20,-4.0,Duval County
286090,5/14/20,-4.0,Duval County
286091,5/15/20,-3.0,Duval County
286092,5/16/20,-1.0,Duval County
286093,5/17/20,-4.0,Duval County
286094,5/18/20,-6.0,Duval County
286095,5/19/20,-1.0,Duval County
286096,5/20/20,-1.0,Duval County
286097,5/21/20,-1.0,Duval County
286098,5/22/20,1.0,Duval County
286099,5/23/20,2.0,Duval County
286100,5/24/20,1.0,Duval County
286101,5/25/20,-11.0,Duval County
286102,5/26/20,-12.0,Duval County
286103,5/27/20,-1.0,Duval County
286104,5/28/20,-4.0,Duval County
286105,5/29/20,-3.0,Duval County
286106,5/30/20,0.0,Duval County
286107,5/31/20,-5.0,Duval County
286108,6/1/20,2.0,Duval County
286109,6/2/20,2.0,Duval County
286110,6/3/20,2.0,Duval County
286111,6/4/20,-3.0,Duval County
286112,6/5/20,-1.0,Duval County
286113,6/6/20,-3.0,Duval County
286114,6/7/20,-16.0,Duval County
286115,6/8/20,-4.0,Duval County
286116,6/9/20,0.0,Duval County
286117,6/10/20,-2.0,Duval County
286118,6/11/20,-3.0,Duval County
286119,6/12/20,-1.0,Duval County
286120,6/13/20,1.0,Duval County
286121,6/14/20,-1.0,Duval County
286122,6/15/20,-3.0,Duval County
286123,6/16/20,2.0,Duval County
286124,6/17/20,-1.0,Duval County
286125,6/18/20,1.0,Duval County
286126,6/19/20,1.0,Duval County
286127,6/20/20,4.0,Duval County
286128,6/21/20,2.0,Duval County
286129,6/22/20,-4.0,Duval County
286130,6/23/20,-2.0,Duval County
286131,6/24/20,-3.0,Duval County
286132,6/25/20,-3.0,Duval County
286133,6/26/20,-1.0,Duval County
286134,6/27/20,-4.0,Duval County
286135,6/28/20,-3.0,Duval County
286136,6/29/20,-4.0,Duval County
286137,6/30/20,-5.0,Duval County
286138,7/1/20,1.0,Duval County
286139,7/2/20,4.0,Duval County
286140,7/3/20,5.0,Duval County
286141,2/15/20,0.0,Escambia County
286142,2/16/20,-8.0,Escambia County
286143,2/17/20,-2.0,Escambia County
286144,2/18/20,-1.0,Escambia County
286145,2/19/20,0.0,Escambia County
286146,2/20/20,-6.0,Escambia County
286147,2/21/20,-1.0,Escambia County
286148,2/22/20,1.0,Escambia County
286149,2/23/20,0.0,Escambia County
286150,2/24/20,-2.0,Escambia County
286151,2/25/20,-1.0,Escambia County
286152,2/26/20,8.0,Escambia County
286153,2/27/20,6.0,Escambia County
286154,2/28/20,4.0,Escambia County
286155,2/29/20,7.0,Escambia County
286156,3/1/20,10.0,Escambia County
286157,3/2/20,7.0,Escambia County
286158,3/3/20,9.0,Escambia County
286159,3/4/20,3.0,Escambia County
286160,3/5/20,3.0,Escambia County
286161,3/6/20,2.0,Escambia County
286162,3/7/20,3.0,Escambia County
286163,3/8/20,5.0,Escambia County
286164,3/9/20,4.0,Escambia County
286165,3/10/20,2.0,Escambia County
286166,3/11/20,10.0,Escambia County
286167,3/12/20,13.0,Escambia County
286168,3/13/20,20.0,Escambia County
286169,3/14/20,14.0,Escambia County
286170,3/15/20,14.0,Escambia County
286171,3/16/20,17.0,Escambia County
286172,3/17/20,19.0,Escambia County
286173,3/18/20,16.0,Escambia County
286174,3/19/20,11.0,Escambia County
286175,3/20/20,7.0,Escambia County
286176,3/21/20,3.0,Escambia County
286177,3/22/20,0.0,Escambia County
286178,3/23/20,-3.0,Escambia County
286179,3/24/20,-5.0,Escambia County
286180,3/25/20,-3.0,Escambia County
286181,3/26/20,-8.0,Escambia County
286182,3/27/20,-7.0,Escambia County
286183,3/28/20,-11.0,Escambia County
286184,3/29/20,-10.0,Escambia County
286185,3/30/20,-11.0,Escambia County
286186,3/31/20,-13.0,Escambia County
286187,4/1/20,13.0,Escambia County
286188,4/2/20,-2.0,Escambia County
286189,4/3/20,-9.0,Escambia County
286190,4/4/20,-14.0,Escambia County
286191,4/5/20,-15.0,Escambia County
286192,4/6/20,-14.0,Escambia County
286193,4/7/20,-15.0,Escambia County
286194,4/8/20,-10.0,Escambia County
286195,4/9/20,-10.0,Escambia County
286196,4/10/20,-9.0,Escambia County
286197,4/11/20,-5.0,Escambia County
286198,4/12/20,-38.0,Escambia County
286199,4/13/20,-10.0,Escambia County
286200,4/14/20,-9.0,Escambia County
286201,4/15/20,-1.0,Escambia County
286202,4/16/20,-7.0,Escambia County
286203,4/17/20,-8.0,Escambia County
286204,4/18/20,-12.0,Escambia County
286205,4/19/20,-11.0,Escambia County
286206,4/20/20,-9.0,Escambia County
286207,4/21/20,-8.0,Escambia County
286208,4/22/20,-3.0,Escambia County
286209,4/23/20,-21.0,Escambia County
286210,4/24/20,-5.0,Escambia County
286211,4/25/20,-5.0,Escambia County
286212,4/26/20,-3.0,Escambia County
286213,4/27/20,-4.0,Escambia County
286214,4/28/20,-3.0,Escambia County
286215,4/29/20,-3.0,Escambia County
286216,4/30/20,1.0,Escambia County
286217,5/1/20,4.0,Escambia County
286218,5/2/20,4.0,Escambia County
286219,5/3/20,5.0,Escambia County
286220,5/4/20,3.0,Escambia County
286221,5/5/20,8.0,Escambia County
286222,5/6/20,5.0,Escambia County
286223,5/7/20,4.0,Escambia County
286224,5/8/20,3.0,Escambia County
286225,5/9/20,14.0,Escambia County
286226,5/10/20,16.0,Escambia County
286227,5/11/20,2.0,Escambia County
286228,5/12/20,3.0,Escambia County
286229,5/13/20,7.0,Escambia County
286230,5/14/20,3.0,Escambia County
286231,5/15/20,2.0,Escambia County
286232,5/16/20,6.0,Escambia County
286233,5/17/20,4.0,Escambia County
286234,5/18/20,-4.0,Escambia County
286235,5/19/20,5.0,Escambia County
286236,5/20/20,4.0,Escambia County
286237,5/21/20,6.0,Escambia County
286238,5/22/20,8.0,Escambia County
286239,5/23/20,11.0,Escambia County
286240,5/24/20,15.0,Escambia County
286241,5/25/20,-1.0,Escambia County
286242,5/26/20,2.0,Escambia County
286243,5/27/20,7.0,Escambia County
286244,5/28/20,4.0,Escambia County
286245,5/29/20,3.0,Escambia County
286246,5/30/20,6.0,Escambia County
286247,5/31/20,9.0,Escambia County
286248,6/1/20,9.0,Escambia County
286249,6/2/20,8.0,Escambia County
286250,6/3/20,10.0,Escambia County
286251,6/4/20,8.0,Escambia County
286252,6/5/20,7.0,Escambia County
286253,6/6/20,3.0,Escambia County
286254,6/7/20,-10.0,Escambia County
286255,6/8/20,3.0,Escambia County
286256,6/9/20,3.0,Escambia County
286257,6/10/20,9.0,Escambia County
286258,6/11/20,4.0,Escambia County
286259,6/12/20,7.0,Escambia County
286260,6/13/20,8.0,Escambia County
286261,6/14/20,11.0,Escambia County
286262,6/15/20,8.0,Escambia County
286263,6/16/20,7.0,Escambia County
286264,6/17/20,11.0,Escambia County
286265,6/18/20,7.0,Escambia County
286266,6/19/20,9.0,Escambia County
286267,6/20/20,12.0,Escambia County
286268,6/21/20,13.0,Escambia County
286269,6/22/20,2.0,Escambia County
286270,6/23/20,3.0,Escambia County
286271,6/24/20,8.0,Escambia County
286272,6/25/20,5.0,Escambia County
286273,6/26/20,3.0,Escambia County
286274,6/27/20,4.0,Escambia County
286275,6/28/20,6.0,Escambia County
286276,6/29/20,3.0,Escambia County
286277,6/30/20,8.0,Escambia County
286278,7/1/20,12.0,Escambia County
286279,7/2/20,15.0,Escambia County
286280,7/3/20,15.0,Escambia County
286281,2/15/20,6.0,Flagler County
286282,2/16/20,8.0,Flagler County
286283,2/17/20,11.0,Flagler County
286284,2/18/20,2.0,Flagler County
286285,2/19/20,2.0,Flagler County
286286,2/20/20,2.0,Flagler County
286287,2/21/20,-6.0,Flagler County
286288,2/22/20,0.0,Flagler County
286289,2/23/20,5.0,Flagler County
286290,2/24/20,4.0,Flagler County
286291,2/25/20,1.0,Flagler County
286292,2/26/20,-5.0,Flagler County
286293,2/27/20,4.0,Flagler County
286294,2/28/20,2.0,Flagler County
286295,2/29/20,4.0,Flagler County
286296,3/1/20,6.0,Flagler County
286297,3/2/20,7.0,Flagler County
286298,3/3/20,8.0,Flagler County
286299,3/4/20,6.0,Flagler County
286300,3/5/20,5.0,Flagler County
286301,3/6/20,9.0,Flagler County
286302,3/7/20,8.0,Flagler County
286303,3/8/20,10.0,Flagler County
286304,3/9/20,9.0,Flagler County
286305,3/10/20,8.0,Flagler County
286306,3/11/20,13.0,Flagler County
286307,3/12/20,24.0,Flagler County
286308,3/13/20,26.0,Flagler County
286309,3/14/20,29.0,Flagler County
286310,3/15/20,22.0,Flagler County
286311,3/16/20,30.0,Flagler County
286312,3/17/20,25.0,Flagler County
286313,3/18/20,16.0,Flagler County
286314,3/19/20,17.0,Flagler County
286315,3/20/20,17.0,Flagler County
286316,3/21/20,7.0,Flagler County
286317,3/22/20,1.0,Flagler County
286318,3/23/20,6.0,Flagler County
286319,3/24/20,-2.0,Flagler County
286320,3/25/20,-6.0,Flagler County
286321,3/26/20,-6.0,Flagler County
286322,3/27/20,-11.0,Flagler County
286323,3/28/20,-10.0,Flagler County
286324,3/29/20,-16.0,Flagler County
286325,3/30/20,-15.0,Flagler County
286326,3/31/20,-13.0,Flagler County
286327,4/1/20,0.0,Flagler County
286328,4/2/20,-1.0,Flagler County
286329,4/3/20,-11.0,Flagler County
286330,4/4/20,-15.0,Flagler County
286331,4/5/20,-27.0,Flagler County
286332,4/6/20,-15.0,Flagler County
286333,4/7/20,-16.0,Flagler County
286334,4/8/20,-18.0,Flagler County
286335,4/9/20,-12.0,Flagler County
286336,4/10/20,-11.0,Flagler County
286337,4/11/20,1.0,Flagler County
286338,4/12/20,-60.0,Flagler County
286339,4/13/20,-19.0,Flagler County
286340,4/14/20,-21.0,Flagler County
286341,4/15/20,-19.0,Flagler County
286342,4/16/20,-15.0,Flagler County
286343,4/17/20,-16.0,Flagler County
286344,4/18/20,-18.0,Flagler County
286345,4/19/20,-20.0,Flagler County
286346,4/20/20,-20.0,Flagler County
286347,4/21/20,-13.0,Flagler County
286348,4/22/20,-15.0,Flagler County
286349,4/23/20,-13.0,Flagler County
286350,4/24/20,-18.0,Flagler County
286351,4/25/20,-10.0,Flagler County
286352,4/26/20,-15.0,Flagler County
286353,4/27/20,-10.0,Flagler County
286354,4/28/20,-8.0,Flagler County
286355,4/29/20,-11.0,Flagler County
286356,4/30/20,-12.0,Flagler County
286357,5/1/20,-6.0,Flagler County
286358,5/2/20,-5.0,Flagler County
286359,5/3/20,-10.0,Flagler County
286360,5/4/20,-7.0,Flagler County
286361,5/5/20,-4.0,Flagler County
286362,5/6/20,-9.0,Flagler County
286363,5/7/20,-6.0,Flagler County
286364,5/8/20,-3.0,Flagler County
286365,5/9/20,6.0,Flagler County
286366,5/10/20,-5.0,Flagler County
286367,5/11/20,-10.0,Flagler County
286368,5/12/20,-9.0,Flagler County
286369,5/13/20,-8.0,Flagler County
286370,5/14/20,-10.0,Flagler County
286371,5/15/20,-8.0,Flagler County
286372,5/16/20,-6.0,Flagler County
286373,5/17/20,-9.0,Flagler County
286374,5/18/20,-8.0,Flagler County
286375,5/19/20,-5.0,Flagler County
286376,5/20/20,-6.0,Flagler County
286377,5/21/20,-2.0,Flagler County
286378,5/22/20,1.0,Flagler County
286379,5/23/20,2.0,Flagler County
286380,5/24/20,3.0,Flagler County
286381,5/25/20,-17.0,Flagler County
286382,5/26/20,-9.0,Flagler County
286383,5/27/20,-10.0,Flagler County
286384,5/28/20,-10.0,Flagler County
286385,5/29/20,-6.0,Flagler County
286386,5/30/20,-3.0,Flagler County
286387,5/31/20,-4.0,Flagler County
286388,6/1/20,1.0,Flagler County
286389,6/2/20,-1.0,Flagler County
286390,6/3/20,-2.0,Flagler County
286391,6/4/20,-5.0,Flagler County
286392,6/5/20,-8.0,Flagler County
286393,6/6/20,-10.0,Flagler County
286394,6/7/20,-16.0,Flagler County
286395,6/8/20,-8.0,Flagler County
286396,6/9/20,-6.0,Flagler County
286397,6/10/20,-7.0,Flagler County
286398,6/11/20,-5.0,Flagler County
286399,6/12/20,-5.0,Flagler County
286400,6/13/20,-4.0,Flagler County
286401,6/14/20,-5.0,Flagler County
286402,6/15/20,-2.0,Flagler County
286403,6/16/20,-1.0,Flagler County
286404,6/17/20,-7.0,Flagler County
286405,6/18/20,-4.0,Flagler County
286406,6/19/20,-5.0,Flagler County
286407,6/20/20,8.0,Flagler County
286408,6/21/20,3.0,Flagler County
286409,6/22/20,1.0,Flagler County
286410,6/23/20,-4.0,Flagler County
286411,6/24/20,-4.0,Flagler County
286412,6/25/20,-2.0,Flagler County
286413,6/26/20,0.0,Flagler County
286414,6/27/20,0.0,Flagler County
286415,6/28/20,-2.0,Flagler County
286416,6/29/20,1.0,Flagler County
286417,6/30/20,1.0,Flagler County
286418,7/1/20,-1.0,Flagler County
286419,7/2/20,10.0,Flagler County
286420,7/3/20,15.0,Flagler County
286421,2/15/20,10.0,Franklin County
286422,2/16/20,12.0,Franklin County
286423,2/17/20,4.0,Franklin County
286424,2/18/20,12.0,Franklin County
286425,2/19/20,7.0,Franklin County
286426,2/20/20,5.0,Franklin County
286427,2/21/20,4.0,Franklin County
286428,2/22/20,12.0,Franklin County
286429,2/23/20,5.0,Franklin County
286430,2/24/20,5.0,Franklin County
286431,2/25/20,10.0,Franklin County
286432,2/26/20,-2.0,Franklin County
286433,2/27/20,9.0,Franklin County
286434,2/28/20,8.0,Franklin County
286435,2/29/20,5.0,Franklin County
286436,3/1/20,15.0,Franklin County
286437,3/2/20,9.0,Franklin County
286438,3/3/20,10.0,Franklin County
286439,3/4/20,15.0,Franklin County
286440,3/5/20,9.0,Franklin County
286441,3/6/20,16.0,Franklin County
286442,3/7/20,15.0,Franklin County
286443,3/8/20,23.0,Franklin County
286444,3/9/20,14.0,Franklin County
286445,3/10/20,18.0,Franklin County
286446,3/11/20,13.0,Franklin County
286447,3/12/20,20.0,Franklin County
286448,3/13/20,27.0,Franklin County
286449,3/14/20,42.0,Franklin County
286450,3/15/20,44.0,Franklin County
286451,3/16/20,55.0,Franklin County
286452,3/17/20,47.0,Franklin County
286453,3/18/20,23.0,Franklin County
286454,3/19/20,27.0,Franklin County
286455,3/20/20,27.0,Franklin County
286456,3/21/20,18.0,Franklin County
286457,3/22/20,14.0,Franklin County
286458,3/23/20,3.0,Franklin County
286459,3/24/20,6.0,Franklin County
286460,3/25/20,-8.0,Franklin County
286461,3/26/20,-2.0,Franklin County
286462,3/27/20,-8.0,Franklin County
286463,3/28/20,-8.0,Franklin County
286464,3/29/20,-12.0,Franklin County
286465,3/30/20,-11.0,Franklin County
286466,3/31/20,-9.0,Franklin County
286467,4/1/20,5.0,Franklin County
286468,4/2/20,-3.0,Franklin County
286469,4/3/20,-12.0,Franklin County
286470,4/4/20,-18.0,Franklin County
286471,4/5/20,-23.0,Franklin County
286561,2/15/20,-4.0,Gadsden County
286562,2/16/20,-8.0,Gadsden County
286563,2/17/20,1.0,Gadsden County
286564,2/18/20,-5.0,Gadsden County
286565,2/19/20,-2.0,Gadsden County
286566,2/20/20,-3.0,Gadsden County
286567,2/21/20,-4.0,Gadsden County
286568,2/22/20,0.0,Gadsden County
286569,2/23/20,-4.0,Gadsden County
286570,2/24/20,0.0,Gadsden County
286571,2/25/20,4.0,Gadsden County
286572,2/26/20,3.0,Gadsden County
286573,2/27/20,10.0,Gadsden County
